analysis             sr                         o          b          db                  s                     ds                    s95obs    s95exp    robscons                rexpcons                
cms_1908_04722       B045_4-5j_1b_350_600       3822.0     3818.0     82.0                1.9615325138967488    0.8773818668643373    201.0     198.0     0.002600130608155402    0.0026395265264607865   
cms_1908_04722       B046_4-5j_1b_350_1200      350.0      337.0      27.0                1.1271724942218084    0.6515496422907548    71.0      65.0      0.0008257898713376141   0.0009020166286918554   
cms_1908_04722       B047_4-5j_1b_600_600       388.0      396.0      21.0                2.2701428152089402    0.9284180800779208    50.0      56.0      0.014950743277623002    0.013348877926449109    
cms_1908_04722       B048_4-5j_1b_600_1200      74.0       72.2       7.3                 2.931421257926832     1.0374894979705487    24.4      22.1      0.050407314805538214    0.055653324943671145    
cms_1908_04722       B049_4-5j_1b_850_850       73.0       74.4       7.8                 1.8932937278194135    0.8486797819177214    22.3      22.9      0.02248694553696639     0.021897767924644127    
cms_1908_04722       B050_4-5j_1b_850_1700      14.0       10.8       2.1                 4.754255700179295     1.3206338272739273    11.9      9.3       0.2175139683571474      0.2783243251021563      
cms_1908_04722       B051_4-5j_2b_300_300       2505.0     2471.0     83.0                0                     0.0                   211.0     184.0     0.0                     0.0                     
cms_1908_04722       B052_4-5j_2b_300_600       864.0      872.0      31.0                0                     0.0                   78.0      83.0      0.0                     0.0                     
cms_1908_04722       B053_4-5j_2b_300_1200      72.0       69.7       9.3                 0                     0.0                   26.3      24.6      0.0                     0.0                     
cms_1908_04722       B054_4-5j_2b_350_350       1208.0     1211.0     43.0                0                     0.0                   106.0     108.0     0.0                     0.0                     
cms_1908_04722       B055_4-5j_2b_350_600       1180.0     1170.0     38.0                0.7504407900652128    0.532580382153423     106.0     102.0     0                       0                       
cms_1908_04722       B056_4-5j_2b_350_1200      78.0       80.9       7.6                 1.5291807212029214    0.766299665707913     22.0      23.8      0.012384057701906558    0.01144744829588001     
cms_1908_04722       B057_4-5j_2b_600_600       98.0       96.2       8.4                 1.5031314254282737    0.7525806122270395    27.0      25.7      0.0099592304213307      0.010463004722798791    
cms_1908_04722       B058_4-5j_2b_600_1200      15.0       16.3       2.9                 0                     0.0                   10.0      10.6      0.0                     0.0                     
cms_1908_04722       B059_4-5j_2b_850_850       15.0       13.3       2.1                 1.550749890254029     0.7759813275022954    10.9      9.5       0.025517478270666492    0.02927794875265945     
cms_1908_04722       B060_4-5j_2b_850_1700      1.0        1.6        0.3                 1.820124845958968     0.8144517753981317    3.7       3.9       0.13092538765027895     0.12421126520667491     
cms_1908_04722       B061_4-5j_3b_300_300       222.0      211.0      18.0                0                     0.0                   53.0      46.0      0.0                     0.0                     
cms_1908_04722       B062_4-5j_3b_300_600       92.0       94.6       8.5                 0.38348417463096257   0.3834843329639388    23.4      25.3      0                       0                       
cms_1908_04722       B063_4-5j_3b_300_1200      5.0        7.6        2.1                 0                     0.0                   5.5       7.2       0.0                     0.0                     
cms_1908_04722       B064_4-5j_3b_350_350       111.0      110.0      11.0                0                     0.0                   30.0      29.0      0.0                     0.0                     
cms_1908_04722       B065_4-5j_3b_350_600       138.0      132.0      13.0                0                     0.0                   38.0      35.0      0.0                     0.0                     
